id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName,link,strat_key,price,url,variants
23104,Men,Accessories,Accessories,Accessory Gift Set,Red,Winter,2011,Formal,Turtle Men Formal Red Accessory Gift Set,http://assets.myntassets.com/v1/images/style/properties/Turtle-Men-Formal-Red-Tie-Cufflink-and-Pocket-Square-Combo-Set_f2bddded36d0f5ebcf022a466b9b0d71_images.jpg,Accessories-Accessories-Accessory Gift Set-Red-Men-Formal,1345,Accessory-Gift-Set/Turtle/Turtle-Men-Formal-Red-Accessory-Gift-Set/23104/buy,Size:ONESIZE
17376,Men,Accessories,Accessories,Accessory Gift Set,Red,Fall,2011,Formal,Arrow Men Formal Red Tie+Cufflink+Pocket square - Combo Pack,http://assets.myntassets.com/v1/images/style/properties/a4edcb74c310d18cda2fd611ae262bc3_images.jpg,Accessories-Accessories-Accessory Gift Set-Red-Men-Formal,1499,Accessory-Gift-Set/Arrow/Arrow-Men-Formal-Red-TieCufflinkPocket-square---Combo-Pack/17376/buy,Size:ONESIZE
37638,Men,Accessories,Accessories,Accessory Gift Set,Tan,Summer,2012,Casual,Wills Lifestyle Men Leather Accessory Gift Set,http://assets.myntassets.com/v1/images/style/properties/d466e9b4052bcff5855881d57114503d_images.jpg,Accessories-Accessories-Accessory Gift Set-Tan-Men-Casual,849,Accessory-Gift-Set/Wills-Lifestyle/Wills-Lifestyle-Men-Leather-Accessory-Gift-Set/37638/buy,Size:Onesize
25066,Men,Accessories,Accessories,Accessory Gift Set,Turquoise Blue,Winter,2015,Formal,Lino Perros Men Formal Turquoise Blue Accessory Gift Set,http://assets.myntassets.com/v1/images/style/properties/849e333f7a6115c9a97bc915e37fcb3e_images.jpg,Accessories-Accessories-Accessory Gift Set-Turquoise Blue-Men-Formal,1695,Accessory-Gift-Set/Lino-Perros/Lino-Perros-Men-Formal-Turquoise-Blue-Accessory-Gift-Set/25066/buy,Size:ONESIZE
23111,Men,Accessories,Accessories,Accessory Gift Set,Yellow,Fall,2011,Formal,"Turtle Men Formal Yellow Tie, Cufflink and Pocket Square Combo Set",http://assets.myntassets.com/v1/images/style/properties/Turtle-Men-Formal-Yellow-Tie-Cufflink-and-Pocket-Square-Combo-Set6e9bef134e0f060ef6a1d1dbeb824617_images.jpg,Accessories-Accessories-Accessory Gift Set-Yellow-Men-Formal,1345,Accessory-Gift-Set/Turtle/Turtle-Men-Formal-Yellow-Tie-Cufflink-and-Pocket-Square-Combo-Set/23111/buy,Size:ONESIZE
25057,Men,Accessories,Accessories,Accessory Gift Set,Yellow,Winter,2015,Formal,Lino Perros Men Formal Yellow Accessory Gift Set,http://assets.myntassets.com/v1/images/style/properties/e6d15d9470b3c3e841b2e437f2560666_images.jpg,Accessories-Accessories-Accessory Gift Set-Yellow-Men-Formal,1695,Accessory-Gift-Set/Lino-Perros/Lino-Perros-Men-Formal-Yellow-Accessory-Gift-Set/25057/buy,Size:ONESIZE
58600,Women,Accessories,Accessories,Hair Accessory,Pink,Winter,2016,Casual,ToniQ Women Pink Hair Accessories,http://assets.myntassets.com/v1/images/style/properties/ToniQ-Women-Pink-Hair-Accessories_031a988a4862f05e80ecc82d751920e8_images.jpg,Accessories-Accessories-Hair Accessory-Pink-Women-Casual,59,Hair-Accessory/ToniQ/ToniQ-Women-Pink-Hair-Accessories/58600/buy,Size:Onesize
42066,Unisex,Accessories,Accessories,Key chain,Black,Summer,2012,Casual,American Tourister Unisex Black Key Case,http://assets.myntassets.com/v1/images/style/properties/American-Tourister-Unisex-Black-Key-Case_43301832dcbd304d2a2b0e83599de7c1_images.jpg,Accessories-Accessories-Key chain-Black-Unisex-Casual,273,Key-chain/AMERICAN-TOURISTER/American-Tourister-Unisex-Black-Key-Case/42066/buy,Size:Onesize
43230,Unisex,Accessories,Accessories,Key chain,Black,Winter,2015,Casual,Wildcraft Unisex Black & Grey Carabiner Key Chain,http://assets.myntassets.com/v1/images/style/properties/Wildcraft-Unisex-Black---Grey-Carabiner-Key-Chain_f921611a4e7f5832c92df9fe8a1fc190_images.jpg,Accessories-Accessories-Key chain-Black-Unisex-Casual,80,Key-chain/Wildcraft/Wildcraft-Unisex-Black--Grey-Carabiner-Key-Chain/43230/buy,Size:Onesize
40764,Men,Accessories,Accessories,Messenger Bag,Black,Summer,2012,Casual,Quiksilver Men Black & White Messenger Bag,http://assets.myntassets.com/v1/images/style/properties/510e8898ac6f7a57a657c048e9e2504c_images.jpg,Accessories-Accessories-Messenger Bag-Black-Men-Casual,1635,Messenger-Bag/Quiksilver/Quiksilver-Men-Black--White-Messenger-Bag/40764/buy,Size:Onesize
38735,Unisex,Accessories,Accessories,Messenger Bag,Black,Fall,2012,Casual,Nike Unisex Black Messenger Bag,http://assets.myntassets.com/v1/images/style/properties/eed6ae9cb7427624d333da725a572658_images.jpg,Accessories-Accessories-Messenger Bag-Black-Unisex-Casual,2295,Messenger-Bag/Nike/Nike-Unisex-Black-Messenger-Bag/38735/buy,Size:Onesize
17630,Unisex,Accessories,Accessories,Messenger Bag,Black,Fall,2011,Casual,Puma Unisex Jamaica Lifestyle Black Messenger Bag,http://assets.myntassets.com/v1/images/style/properties/Puma-Unisex-Jamaica-Lifestyle-Black-Handbag10a8c143e74c011295ba87fde67ac4d4_images.jpg,Accessories-Accessories-Messenger Bag-Black-Unisex-Casual,2499,Messenger-Bag/Puma/Puma-Unisex-Jamaica-Lifestyle-Black-Messenger-Bag/17630/buy,Size:Onesize
50429,Unisex,Accessories,Accessories,Messenger Bag,Blue,Summer,2012,Casual,Lino Perros Unisex Blue Satchel,http://assets.myntassets.com/v1/images/style/properties/2c770bf8e8eb7e47290cdf7953cfa948_images.jpg,Accessories-Accessories-Messenger Bag-Blue-Unisex-Casual,1995,Messenger-Bag/Lino-Perros/Lino-Perros-Unisex-Blue-Satchel/50429/buy,Size:Onesize
50428,Unisex,Accessories,Accessories,Messenger Bag,Khaki,Summer,2012,Casual,Lino Perros Unisex Khaki Satchel,http://assets.myntassets.com/v1/images/style/properties/90ca0bde643943b10b59b72838c5392e_images.jpg,Accessories-Accessories-Messenger Bag-Khaki-Unisex-Casual,1995,Messenger-Bag/Lino-Perros/Lino-Perros-Unisex-Khaki-Satchel/50428/buy,Size:Onesize
38736,Unisex,Accessories,Accessories,Messenger Bag,Multi,Summer,2012,Casual,Nike Unisex Multi Coloured Metropolis Messenger Bag,http://assets.myntassets.com/v1/images/style/properties/cacfe46dc4b0212fb68b615599249946_images.jpg,Accessories-Accessories-Messenger Bag-Multi-Unisex-Casual,2295,Messenger-Bag/Nike/Nike-Unisex-Multi-Coloured-Metropolis-Messenger-Bag/38736/buy,Size:Onesize
41854,Men,Accessories,Accessories,Messenger Bag,Navy Blue,Summer,2012,Casual,Probase Men Navy Blue Messenger Bag,http://assets.myntassets.com/v1/images/style/properties/36a721c4dfa48e3c00fe9c7bcb1f36b0_images.jpg,Accessories-Accessories-Messenger Bag-Navy Blue-Men-Casual,1295,Messenger-Bag/Probase/Probase-Men-Navy-Blue-Messenger-Bag/41854/buy,Size:Onesize
42417,Unisex,Accessories,Accessories,Messenger Bag,Purple,Summer,2012,Casual,American Tourister Unisex Purple Messenger Bag,http://assets.myntassets.com/v1/images/style/properties/6b763aa4dcd9e287b442f0ebe3e26122_images.jpg,Accessories-Accessories-Messenger Bag-Purple-Unisex-Casual,693,Messenger-Bag/AMERICAN-TOURISTER/American-Tourister-Unisex-Purple-Messenger-Bag/42417/buy,Size:Onesize
9572,Unisex,Accessories,Accessories,Travel Accessory,Black,Fall,2011,Casual,Puma Unisex Big Cat Shoe Bag Black Bags,http://assets.myntassets.com/v1/images/style/properties/3df6ad67cf183e43c44909de1d31e5c0_images.jpg,Accessories-Accessories-Travel Accessory-Black-Unisex-Casual,499,Travel-Accessory/Puma/Puma-Unisex-Big-Cat-Shoe-Bag-Black-Bags/9572/buy,Size:Onesize
15928,Unisex,Accessories,Accessories,Travel Accessory,Black,Fall,2011,Casual,ADIDAS Unisex Org City Corp Black Bag,http://assets.myntassets.com/v1/images/style/properties/2cee218361fd28dd652699429bfe8d46_images.jpg,Accessories-Accessories-Travel Accessory-Black-Unisex-Casual,399,Travel-Accessory/ADIDAS/ADIDAS-Unisex-Org-City-Corp-Black-Bag/15928/buy,Size:Onesize
14894,Women,Accessories,Accessories,Travel Accessory,Black,Summer,2011,Casual,United Colors of Benetton Women Solid Black Bags,http://assets.myntassets.com/v1/images/style/properties/303bc22d7176e66123365dc65b1214ef_images.jpg,Accessories-Accessories-Travel Accessory-Black-Women-Casual,1299,Travel-Accessory/United-Colors-of-Benetton/United-Colors-of-Benetton-Women-Solid-Black-Bags/14894/buy,Size:Onesize
51329,Unisex,Accessories,Accessories,Travel Accessory,Blue,Summer,2012,Casual,Wildcraft Unisex Blue & Black Pouch,http://assets.myntassets.com/v1/images/style/properties/Wildcraft-Unisex-Blue---Black-Pouch_4b64e955c7a7c98f2403fe6619ee1b8c_images.jpg,Accessories-Accessories-Travel Accessory-Blue-Unisex-Casual,123,Travel-Accessory/Wildcraft/Wildcraft-Unisex-Blue--Black-Pouch/51329/buy,Size:Onesize
14893,Women,Accessories,Accessories,Travel Accessory,Blue,Summer,2011,Casual,United Colors of Benetton Women Solid Blue Bags,http://assets.myntassets.com/v1/images/style/properties/ce7a82b5bff5ddefe718d8aea080c7d7_images.jpg,Accessories-Accessories-Travel Accessory-Blue-Women-Casual,1299,Travel-Accessory/United-Colors-of-Benetton/United-Colors-of-Benetton-Women-Solid-Blue-Bags/14893/buy,Size:Onesize
58525,Unisex,Accessories,Accessories,Travel Accessory,Green,Summer,2010,Casual,Wildcraft Unisex Green Chalk Bag,http://assets.myntassets.com/v1/images/style/properties/Wildcraft-Unisex-Green-Bag_9730837a6e425524f19c9051eeb5e353_images.jpg,Accessories-Accessories-Travel Accessory-Green-Unisex-Casual,335,Travel-Accessory/Wildcraft/Wildcraft-Unisex-Green-Chalk-Bag/58525/buy,Size:Onesize
14889,Women,Accessories,Accessories,Travel Accessory,Olive,Summer,2011,Casual,United Colors of Benetton Women Solid Olive Bags,http://assets.myntassets.com/v1/images/style/properties/04aa77444065a6b2cac29b7d8bfbccfd_images.jpg,Accessories-Accessories-Travel Accessory-Olive-Women-Casual,1199,Travel-Accessory/United-Colors-of-Benetton/United-Colors-of-Benetton-Women-Solid-Olive-Bags/14889/buy,Size:Onesize
14890,Women,Accessories,Accessories,Travel Accessory,Purple,Summer,2011,Casual,United Colors of Benetton Women Solid Purple Bags,http://assets.myntassets.com/v1/images/style/properties/2b2d3130297c1457659e7ea5139b11b7_images.jpg,Accessories-Accessories-Travel Accessory-Purple-Women-Casual,1299,Travel-Accessory/United-Colors-of-Benetton/United-Colors-of-Benetton-Women-Solid-Purple-Bags/14890/buy,Size:Onesize
34464,Unisex,Accessories,Accessories,Travel Accessory,Red,Summer,2012,Casual,ADIDAS Unisex Red Organizer Bag,http://assets.myntassets.com/v1/images/style/properties/4b084c2ec8c06aee759ddc3d93c57f09_images.jpg,Accessories-Accessories-Travel Accessory-Red-Unisex-Casual,399,Travel-Accessory/ADIDAS/ADIDAS-Unisex-Red-Organizer-Bag/34464/buy,Size:Onesize
58522,Unisex,Accessories,Accessories,Travel Accessory,Rust,Summer,2015,Casual,Wildcraft Unisex Rust Orange Travel Pouch,http://assets.myntassets.com/v1/images/style/properties/Wildcraft-Unisex-Orange-Chalk-Bag_b52edc6279b3e1f016a8e7d822a0b2d6_images.jpg,Accessories-Accessories-Travel Accessory-Rust-Unisex-Casual,335,Travel-Accessory/Wildcraft/Wildcraft-Unisex-Rust-Orange-Travel-Pouch/58522/buy,Size:Onesize
58523,Unisex,Accessories,Accessories,Travel Accessory,Yellow,Summer,2015,Casual,Wildcraft Unisex Yellow Travel Pouch,http://assets.myntassets.com/v1/images/style/properties/Wildcraft-Unisex-Yellow-Bag_7a266954e857f7088a3eea1f7bf5305d_images.jpg,Accessories-Accessories-Travel Accessory-Yellow-Unisex-Casual,335,Travel-Accessory/Wildcraft/Wildcraft-Unisex-Yellow-Travel-Pouch/58523/buy,Size:Onesize
3473,Men,Accessories,Accessories,Water Bottle,Black,Fall,2010,Casual,ADIDAS Black Sipper,http://assets.myntassets.com/v1/images/style/properties/7fbbe1b490c18f99f92a552d81304e20_images.jpg,Accessories-Accessories-Water Bottle-Black-Men-Casual,699,Water-Bottle/ADIDAS/ADIDAS-Black-Sipper/3473/buy,Size:ONESIZE
3472,Men,Accessories,Accessories,Water Bottle,Black,Fall,2010,Casual,ADIDAS Phantom Black Sipper,http://assets.myntassets.com/v1/images/style/properties/4928a936aea3f04442d382bf0c27c70a_images.jpg,Accessories-Accessories-Water Bottle-Black-Men-Casual,299,Water-Bottle/ADIDAS/ADIDAS-Phantom-Black-Sipper/3472/buy,Size:ONESIZE
2357,Men,Accessories,Accessories,Water Bottle,White,Fall,2010,Sports,ADIDAS White Water Sipper,http://assets.myntassets.com/v1/images/style/properties/d9a2cd2fa6505be97557e573777054ef_images.jpg,Accessories-Accessories-Water Bottle-White-Men-Sports,249,Water-Bottle/ADIDAS/ADIDAS-White-Water-Sipper/2357/buy,Size:0.5LT
1915,Unisex,Accessories,Accessories,Water Bottle,Yellow,Summer,2011,Casual,Quechua Yellow Sipper,http://assets.myntassets.com/v1/images/style/properties/b713d64c60ae7ece52c4df05dee76cbc_images.jpg,Accessories-Accessories-Water Bottle-Yellow-Unisex-Casual,699,Water-Bottle/Quechua/Quechua-Yellow-Sipper/1915/buy,Size:ONESIZE
36065,Unisex,Accessories,Bags,Backpacks,Beige,Summer,2012,Casual,OTLS Unisex Beige Backpack,http://assets.myntassets.com/v1/images/style/properties/OTLS-Unisex-Beige-Bag_d9b22a2cbd94d1a5936e5670cf40da87_images.jpg,Accessories-Bags-Backpacks-Beige-Unisex-Casual,674,Backpacks/OTLS/OTLS-Unisex-Beige-Backpack/36065/buy,Size:Onesize
36049,Unisex,Accessories,Bags,Backpacks,Beige,Summer,2012,Casual,OTLS Unisex Beige Backpack,http://assets.myntassets.com/v1/images/style/properties/OTLS-Unisex-Beige-Bag_7a6127f5828224a00548b08ab99f3e6f_images.jpg,Accessories-Bags-Backpacks-Beige-Unisex-Casual,1124,Backpacks/OTLS/OTLS-Unisex-Beige-Backpack/36049/buy,Size:Onesize
1790,Unisex,Accessories,Bags,Backpacks,Beige,Fall,2010,Sports,Quechua Unisex Ultralight Beige Bag,http://assets.myntassets.com/v1/images/style/properties/b1e82863b710ae20e84c23f64bb496fd_images.jpg,Accessories-Bags-Backpacks-Beige-Unisex-Sports,399,Backpacks/Quechua/Quechua-Unisex-Ultralight-Beige-Bag/1790/buy,Size:15L
25206,Women,Accessories,Bags,Backpacks,Beige,Winter,2015,Casual,Lino Perros Women Leatherite Beige Backpack,http://assets.myntassets.com/v1/images/style/properties/a6186c720ef3acc93a420b7f351c6ebd_images.jpg,Accessories-Bags-Backpacks-Beige-Women-Casual,2495,Backpacks/Lino-Perros/Lino-Perros-Women-Leatherite-Beige-Backpack/25206/buy,Size:ONESIZE
2366,Girls,Accessories,Bags,Backpacks,Black,Winter,2010,Sports,ADIDAS Black Girls Backpack,http://assets.myntassets.com/v1/images/style/properties/5c2888b9301fec63fb64637acbbd7cc1_images.jpg,Accessories-Bags-Backpacks-Black-Girls-Sports,1099,Backpacks/ADIDAS/ADIDAS-Black-Girls-Backpack/2366/buy,Size:15LT
20924,Men,Accessories,Bags,Backpacks,Black,Winter,2016,Casual,Fastrack Men Polyester Black Backpack,http://assets.myntassets.com/v1/images/style/properties/4d0a78672439ce88b9469951501418a8_images.jpg,Accessories-Bags-Backpacks-Black-Men-Casual,1256,Backpacks/Fastrack/Fastrack-Men-Polyester-Black-Backpack/20924/buy,Size:ONESIZE
28922,Men,Accessories,Bags,Backpacks,Black,Summer,2012,Casual,Cabarelli Men Black Backpack,http://assets.myntassets.com/v1/images/style/properties/2c4db4176af389fd7f43dc4346591b71_images.jpg,Accessories-Bags-Backpacks-Black-Men-Casual,766,Backpacks/CABARELLI/Cabarelli-Men-Black-Backpack/28922/buy,Size:ONESIZE
3475,Men,Accessories,Bags,Backpacks,Black,Winter,2010,Sports,ADIDAS Men Tiro Black Red Backpack,http://assets.myntassets.com/v1/images/style/properties/7d090816ab152d3f037bdab8e78ccde1_images.jpg,Accessories-Bags-Backpacks-Black-Men-Sports,1499,Backpacks/ADIDAS/ADIDAS-Men-Tiro-Black-Red-Backpack/3475/buy,Size:ONESIZE
4678,Men,Accessories,Bags,Backpacks,Black,Summer,2011,Sports,ADIDAS Men Predator Black Red Backpack,http://assets.myntassets.com/v1/images/style/properties/e3a36d5cdf51bbed1cd12efd92980443_images.jpg,Accessories-Bags-Backpacks-Black-Men-Sports,3099,Backpacks/ADIDAS/ADIDAS-Men-Predator-Black-Red-Backpack/4678/buy,Size:ONESIZE
39509,Unisex,Accessories,Bags,Backpacks,Black,Summer,2012,Casual,Peter England Unisex Black Backpack,http://assets.myntassets.com/v1/images/style/properties/420a9739dcd05bb2f95ef6f0666f18b5_images.jpg,Accessories-Bags-Backpacks-Black-Unisex-Casual,2105,Backpacks/Peter-England/Peter-England-Unisex-Black-Backpack/39509/buy,Size:Onesize
